# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov  2 16:07:55 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
#
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim
1596,Kepler-1560,b,1,3.03195744,0.00001306,-0.00001306,0,,,,,0.079,0.016,-0.008,0
1597,Kepler-1561,b,1,1.00520701,0.00000510,-0.00000510,0,,,,,0.097,0.023,-0.016,0
1598,Kepler-1562,b,1,64.27377520,0.00071410,-0.00071410,0,,,,,0.317,0.089,-0.037,0
1599,Kepler-1563,b,1,3.43276598,0.00002976,-0.00002976,0,,,,,0.067,0.011,-0.007,0
1600,Kepler-1564,b,1,18.05403810,0.00019190,-0.00019190,0,,,,,0.131,0.017,-0.012,0
1601,Kepler-1565,b,1,1.53818844,0.00000686,-0.00000686,0,,,,,0.106,0.007,-0.011,0
1602,Kepler-1566,b,1,0.53991524,0.00000135,-0.00000135,0,,,,,0.070,0.007,-0.004,0
1603,Kepler-1567,b,1,153.97957800,0.00178500,-0.00178500,0,,,,,0.244,0.036,-0.021,0
1604,Kepler-1568,b,1,20.92539200,0.00025210,-0.00025210,0,,,,,0.116,0.019,-0.013,0
1605,Kepler-1569,b,1,5.79180156,0.00003622,-0.00003622,0,,,,,0.150,0.065,-0.028,0
1606,Kepler-157,b,3,1.73234200,0.00000600,-0.00000600,0,,,,,0.118,0.023,-0.023,0
1607,Kepler-157,c,3,13.54050000,0.00004900,-0.00004900,0,,,,,0.200,0.038,-0.038,0
1608,Kepler-157,d,3,7.02573474,0.00002388,-0.00002388,0,,,,,0.130,0.014,-0.009,0
1609,Kepler-1570,b,1,26.54895500,0.00030470,-0.00030470,0,,,,,0.095,0.017,-0.009,0
1610,Kepler-1571,b,1,3.38555488,0.00001595,-0.00001595,0,,,,,0.136,0.061,-0.030,0
1611,Kepler-1572,b,1,5.49548621,0.00002920,-0.00002920,0,,,,,0.084,0.017,-0.007,0
1612,Kepler-1573,b,1,2.61575540,0.00001498,-0.00001498,0,,,,,0.107,0.021,-0.010,0
1613,Kepler-1574,b,1,6.94243340,0.00006006,-0.00006006,0,,,,,0.115,0.025,-0.013,0
1614,Kepler-1575,b,1,2.55314213,0.00001304,-0.00001304,0,,,,,0.117,0.018,-0.012,0
1615,Kepler-1576,b,1,6.98471973,0.00005940,-0.00005940,0,,,,,0.093,0.026,-0.012,0
1616,Kepler-1577,b,1,6.30560247,0.00003666,-0.00003666,0,,,,,0.101,0.004,-0.010,0
1617,Kepler-1578,b,1,1.45088691,0.00000695,-0.00000695,0,,,,,0.093,0.010,-0.010,0
1618,Kepler-1579,b,1,0.84990789,0.00000293,-0.00000293,0,,,,,0.075,0.005,-0.004,0
1619,Kepler-158,b,2,16.70918400,0.00006400,-0.00006400,0,,,,,0.189,0.032,-0.032,0
1620,Kepler-158,c,2,28.55138300,0.00014000,-0.00014000,0,,,,,0.170,0.027,-0.027,0
1621,Kepler-1580,b,1,56.64492790,0.00085250,-0.00085250,0,,,,,0.188,0.027,-0.028,0
1622,Kepler-1581,b,1,6.28385491,0.00004246,-0.00004246,0,,,,,0.071,0.012,-0.008,0
1623,Kepler-1582,b,1,4.83817712,0.00008840,-0.00008840,0,,,,,0.133,0.015,-0.012,0
1624,Kepler-1583,b,1,9.32807355,0.00008851,-0.00008851,0,,,,,0.054,0.008,-0.004,0
1625,Kepler-1584,b,1,13.39970990,0.00015700,-0.00015700,0,,,,,0.144,0.036,-0.019,0
1626,Kepler-1585,b,1,3.58274630,0.00001739,-0.00001739,0,,,,,0.160,0.022,-0.014,0
1627,Kepler-1586,b,1,15.60492120,0.00013650,-0.00013650,0,,,,,0.136,0.058,-0.030,0
1628,Kepler-1587,b,1,9.40604670,0.00013760,-0.00013760,0,,,,,0.119,0.042,-0.021,0
1629,Kepler-1588,b,1,7.84931739,0.00009456,-0.00009456,0,,,,,0.068,0.010,-0.006,0
1630,Kepler-1589,b,1,0.99166527,0.00000784,-0.00000784,0,,,,,0.097,0.039,-0.015,0
1631,Kepler-159,b,2,10.13962300,0.00002200,-0.00002200,0,,,,,0.212,0.016,-0.016,0
1632,Kepler-159,c,2,43.59579200,0.00012500,-0.00012500,0,,,,,0.304,0.025,-0.025,0
1633,Kepler-1590,b,1,7.61760804,0.00004334,-0.00004334,0,,,,,0.102,0.030,-0.013,0
1634,Kepler-1591,b,1,8.18504949,0.00007831,-0.00007831,0,,,,,0.113,0.037,-0.017,0
1635,Kepler-1592,b,1,3.05710069,0.00002334,-0.00002334,0,,,,,0.137,0.062,-0.025,0
1636,Kepler-1593,b,1,174.50983500,0.00185200,-0.00185200,0,,,,,0.283,0.027,-0.025,0
1637,Kepler-1594,b,1,2.71603809,0.00001355,-0.00001355,0,,,,,0.095,0.023,-0.011,0
1638,Kepler-1595,b,1,4.56380468,0.00003240,-0.00003240,0,,,,,0.110,0.008,-0.009,0
1639,Kepler-1596,b,1,66.37337900,0.00147600,-0.00147600,0,,,,,0.170,0.022,-0.015,0
1640,Kepler-1597,b,1,2.94654179,0.00003471,-0.00003471,0,,,,,0.095,0.042,-0.015,0
1641,Kepler-1598,b,1,4.34195123,0.00002827,-0.00002827,0,,,,,0.085,0.025,-0.009,0
1642,Kepler-1599,b,1,122.36355300,0.00896800,-0.00896800,0,,,,,0.145,0.029,-0.021,0
1643,Kepler-16,b,1,228.77600000,0.02000000,-0.03700000,0,0.33300,0.01600,-0.01600,0,0.754,0.003,-0.003,0
1644,Kepler-160,b,2,4.30942700,0.00001700,-0.00001700,0,,,,,0.137,0.068,-0.068,0
1645,Kepler-160,c,2,13.69908700,0.00003100,-0.00003100,0,,,,,0.322,0.158,-0.158,0
1646,Kepler-1600,b,1,386.37054800,0.00859100,-0.00859100,0,,,,,0.279,0.025,-0.015,0
1647,Kepler-1601,b,1,2.20921951,0.00001510,-0.00001510,0,,,,,0.073,0.021,-0.010,0
1648,Kepler-1602,b,1,11.17931605,0.00007504,-0.00007504,0,,,,,0.120,0.052,-0.021,0
1649,Kepler-1603,b,1,2.27163926,0.00002336,-0.00002336,0,,,,,0.115,0.042,-0.017,0
1650,Kepler-1604,b,1,0.68368426,0.00000063,-0.00000063,0,,,,,0.126,0.017,-0.010,0
1651,Kepler-1605,b,1,85.75654950,0.00061610,-0.00061610,0,,,,,0.096,0.008,-0.007,0
1652,Kepler-1606,b,1,196.43522400,0.00393500,-0.00393500,0,,,,,0.185,0.021,-0.013,0
1653,Kepler-1607,b,1,13.64736760,0.00021020,-0.00021020,0,,,,,0.082,0.029,-0.012,0
1654,Kepler-1608,b,1,16.47356860,0.00016980,-0.00016980,0,,,,,0.154,0.014,-0.017,0
1655,Kepler-1609,b,1,114.34219000,0.00409700,-0.00409700,0,,,,,0.198,0.080,-0.029,0
1656,Kepler-161,b,2,4.92135500,0.00000600,-0.00000600,0,,,,,0.189,0.012,-0.012,0
1657,Kepler-161,c,2,7.06424000,0.00001100,-0.00001100,0,,,,,0.183,0.013,-0.013,0
1658,Kepler-1610,b,1,8.70181574,0.00008315,-0.00008315,0,,,,,0.144,0.017,-0.012,0
1659,Kepler-1611,b,1,5.17624290,0.00005826,-0.00005826,0,,,,,0.072,0.014,-0.006,0
1660,Kepler-1612,b,1,3.91795101,0.00002727,-0.00002727,0,,,,,0.092,0.016,-0.010,0
1661,Kepler-1613,b,1,1.51842990,0.00019910,-0.00019910,0,,,,,0.186,0.039,-0.045,0
1662,Kepler-1614,b,1,3.94661410,0.00003022,-0.00003022,0,,,,,0.133,0.011,-0.013,0
1663,Kepler-1615,b,1,47.31261920,0.00085930,-0.00085930,0,,,,,0.184,0.043,-0.052,0
1664,Kepler-1616,b,1,6.76284377,0.00006948,-0.00006948,0,,,,,0.091,0.042,-0.013,0
1665,Kepler-1617,b,1,27.47855720,0.00050780,-0.00050780,0,,,,,0.107,0.033,-0.014,0
1666,Kepler-1618,b,1,6.10826019,0.00008991,-0.00008991,0,,,,,0.112,0.046,-0.021,0
1667,Kepler-1619,b,1,23.62259130,0.00054200,-0.00054200,0,,,,,0.068,0.013,-0.007,0
1668,Kepler-162,b,2,6.91979800,0.00005200,-0.00005200,0,,,,,0.112,0.060,-0.060,0
1669,Kepler-162,c,2,19.44635500,0.00004500,-0.00004500,0,,,,,0.270,0.145,-0.145,0
1670,Kepler-1620,b,1,101.95182900,0.00157200,-0.00157200,0,,,,,0.144,0.057,-0.024,0
1671,Kepler-1621,b,1,92.26371400,0.00238500,-0.00238500,0,,,,,0.193,0.071,-0.033,0
1672,Kepler-1622,b,1,10.81187370,0.00010090,-0.00010090,0,,,,,0.131,0.061,-0.024,0
1673,Kepler-1623,b,1,4.36128348,0.00002698,-0.00002698,0,,,,,0.117,0.028,-0.016,0
1674,Kepler-1624,b,1,3.29030452,0.00000456,-0.00000456,0,,,,,0.509,0.035,-0.041,0
1675,Kepler-1625,b,1,287.37894900,0.00298300,-0.00298300,0,,,,,0.541,0.078,-0.047,0
1676,Kepler-1626,b,1,4.13962966,0.00002851,-0.00002851,0,,,,,0.180,0.059,-0.038,0
1677,Kepler-1627,b,1,7.20283653,0.00008773,-0.00008773,0,,,,,0.329,0.044,-0.037,0
1678,Kepler-1628,b,1,76.37803300,0.00183300,-0.00183300,0,,,,,0.574,0.084,-0.045,0
1679,Kepler-1629,b,1,3.87595807,0.00002379,-0.00002379,0,,,,,0.069,0.013,-0.007,0
1680,Kepler-163,b,2,7.81093700,0.00010700,-0.00010700,0,,,,,0.094,0.039,-0.039,0
1681,Kepler-163,c,2,21.34726200,0.00008100,-0.00008100,0,,,,,0.202,0.084,-0.084,0
1682,Kepler-1630,b,1,509.99740200,0.00325600,-0.00325600,0,,,,,0.195,0.018,-0.009,0
1683,Kepler-1631,b,1,4.09513932,0.00003048,-0.00003048,0,,,,,0.120,0.018,-0.013,0
1684,Kepler-1632,b,1,448.30355800,0.00416400,-0.00416400,0,,,,,0.220,0.075,-0.031,0
1685,Kepler-1633,b,1,186.40427100,0.00588600,-0.00588600,0,,,,,0.141,0.058,-0.022,0
1686,Kepler-1634,b,1,374.87623900,0.00710700,-0.00710700,0,,,,,0.285,0.046,-0.054,0
1687,Kepler-1635,b,1,469.63111000,0.01246000,-0.01246000,0,,,,,0.325,0.029,-0.060,0
1688,Kepler-1636,b,1,425.47785000,0.01122000,-0.01122000,0,,,,,0.288,0.068,-0.031,0
1689,Kepler-1637,b,1,6.10960324,0.00006485,-0.00006485,0,,,,,0.079,0.016,-0.008,0
1690,Kepler-1638,b,1,259.33683000,0.01303000,-0.01303000,0,,,,,0.167,0.029,-0.020,0
1691,Kepler-1639,b,1,9.87848200,0.00217100,-0.00217100,0,,,,,0.230,0.070,-0.030,0
1692,Kepler-164,b,3,5.03503000,0.00002700,-0.00002700,0,,,,,0.126,0.025,-0.025,0
1693,Kepler-164,c,3,10.94572300,0.00002900,-0.00002900,0,,,,,0.244,0.046,-0.046,0
1694,Kepler-164,d,3,28.98676900,0.00016200,-0.00016200,0,,,,,0.219,0.042,-0.042,0
1695,Kepler-1640,b,1,7.58441260,0.00038660,-0.00038660,0,,,,,0.430,0.221,-0.071,0
1696,Kepler-1641,b,2,19.67226600,0.00111000,-0.00111000,0,,,,,0.277,0.101,-0.052,0
1697,Kepler-1641,c,2,32.65721200,0.00309900,-0.00309900,0,,,,,0.263,0.087,-0.044,0
1698,Kepler-1642,b,2,12.20575130,0.00051010,-0.00051010,0,,,,,0.285,0.030,-0.022,0
1699,Kepler-1642,c,2,6.65138020,0.00032270,-0.00032270,0,,,,,0.237,0.026,-0.019,0
1700,Kepler-1643,b,1,5.34264507,0.00002177,-0.00002177,0,,,,,0.205,0.022,-0.013,0
1701,Kepler-1644,b,1,21.09077580,0.00011140,-0.00011140,0,,,,,0.168,0.046,-0.014,0
1702,Kepler-1645,b,1,16.17795610,0.00010690,-0.00010690,0,,,,,0.159,0.038,-0.018,0
1703,Kepler-1646,b,1,4.48558383,0.00001050,-0.00001050,0,,,,,0.110,0.025,-0.021,0
1704,Kepler-1647,b,1,1107.59230000,0.02270000,-0.02270000,0,1.51968,0.64815,-0.64815,0,1.059,0.012,-0.012,0
1705,Kepler-165,b,2,8.18084800,0.00002600,-0.00002600,0,,,,,0.207,0.126,-0.126,0
1706,Kepler-165,c,2,15.31299000,0.00005700,-0.00005700,0,,,,,0.199,0.120,-0.120,0
1707,Kepler-166,b,3,7.65025400,0.00001200,-0.00001200,0,,,,,0.203,0.104,-0.104,0
1708,Kepler-166,c,3,34.26028100,0.00012400,-0.00012400,0,,,,,0.212,0.110,-0.110,0
1709,Kepler-166,d,3,1.55400393,0.00000144,-0.00000144,0,,,,,0.154,0.013,-0.009,0
1710,Kepler-167,b,4,4.39316320,0.00000460,-0.00000450,0,,,,,0.144,0.004,-0.004,0
1711,Kepler-167,c,4,7.40611400,0.00001200,-0.00001100,0,,,,,0.138,0.004,-0.004,0
1712,Kepler-167,d,4,21.80385500,0.00007800,-0.00011900,0,,,,,0.107,0.004,-0.004,0
1713,Kepler-167,e,4,1071.23228000,0.00056000,-0.00056000,0,,,,,0.906,0.021,-0.021,0
1714,Kepler-168,b,2,4.42539100,0.00003300,-0.00003300,0,,,,,0.130,0.059,-0.059,0
1715,Kepler-168,c,2,13.19324200,0.00004900,-0.00004900,0,,,,,0.240,0.108,-0.108,0
1716,Kepler-169,b,5,3.25061900,0.00001300,-0.00001300,0,,,,,0.101,0.007,-0.007,0
1717,Kepler-169,c,5,6.19546900,0.00002900,-0.00002900,0,,,,,0.108,0.007,-0.007,0
1718,Kepler-169,d,5,8.34812500,0.00004100,-0.00004100,0,,,,,0.112,0.008,-0.008,0
1719,Kepler-169,e,5,13.76710200,0.00003400,-0.00003400,0,,,,,0.196,0.026,-0.026,0
1720,Kepler-169,f,5,87.09019500,0.00040600,-0.00040600,0,,,,,0.230,0.021,-0.021,0
1721,Kepler-17,b,1,1.48571080,0.00000020,-0.00000020,0,2.45000,0.11000,-0.11000,0,1.310,0.020,-0.020,0
1722,Kepler-170,b,2,7.93059200,0.00001400,-0.00001400,0,,,,,0.285,0.020,-0.020,0
1723,Kepler-170,c,2,16.66586300,0.00005300,-0.00005300,0,,,,,0.255,0.015,-0.015,0
1724,Kepler-171,b,3,4.16697200,0.00000700,-0.00000700,0,,,,,0.209,0.094,-0.094,0
1725,Kepler-171,c,3,11.46346200,0.00002600,-0.00002600,0,,,,,0.228,0.103,-0.103,0
1726,Kepler-171,d,3,39.59551900,0.00069900,-0.00069900,0,,,,,0.169,0.080,-0.080,0
1727,Kepler-172,b,4,2.94030900,0.00000700,-0.00000700,0,,,,,0.210,0.037,-0.037,0
1728,Kepler-172,c,4,6.38899600,0.00002000,-0.00002000,0,,,,,0.255,0.047,-0.047,0
1729,Kepler-172,d,4,14.62711900,0.00010500,-0.00010500,0,,,,,0.201,0.036,-0.036,0
1730,Kepler-172,e,4,35.11873600,0.00025300,-0.00025300,0,,,,,0.246,0.050,-0.050,0
1731,Kepler-173,b,2,4.26374200,0.00002100,-0.00002100,0,,,,,0.115,0.057,-0.057,0
1732,Kepler-173,c,2,8.00577700,0.00001500,-0.00001500,0,,,,,0.217,0.108,-0.108,0
1733,Kepler-174,b,3,13.98179000,0.00002400,-0.00002400,0,,,,,0.175,0.010,-0.010,0
1734,Kepler-174,c,3,44.00052900,0.00026500,-0.00026500,0,,,,,0.133,0.008,-0.008,0
1735,Kepler-174,d,3,247.35373000,0.00200100,-0.00200100,0,,,,,0.195,0.012,-0.012,0
1736,Kepler-175,b,2,11.90351500,0.00004600,-0.00004600,0,,,,,0.228,0.114,-0.114,0
1737,Kepler-175,c,2,34.03525700,0.00027900,-0.00027900,0,,,,,0.277,0.139,-0.139,0
1738,Kepler-176,b,4,5.43307400,0.00002400,-0.00002400,0,,,,,0.128,0.065,-0.065,0
1739,Kepler-176,c,4,12.75971200,0.00003300,-0.00003300,0,,,,,0.232,0.119,-0.119,0
1740,Kepler-176,d,4,25.75197400,0.00011500,-0.00011500,0,,,,,0.224,0.118,-0.118,0
1741,Kepler-176,e,4,51.16579000,0.00064320,-0.00064320,0,,,,,0.129,0.011,-0.013,0
1742,Kepler-177,b,2,36.85500000,,,0,0.00600,0.00200,-0.00100,0,0.259,0.136,-0.027,0
1743,Kepler-177,c,2,49.41200000,,,0,0.02400,0.01100,-0.01000,0,0.633,0.331,-0.064,0
1744,Kepler-178,b,3,9.57669400,0.00002100,-0.00002100,0,,,,,0.259,0.112,-0.112,0
1745,Kepler-178,c,3,20.55280200,0.00006600,-0.00006600,0,,,,,0.257,0.110,-0.110,0
1746,Kepler-178,d,3,96.67898800,0.00070200,-0.00070200,0,,,,,0.352,0.152,-0.152,0
1747,Kepler-179,b,2,2.73592600,0.00000800,-0.00000800,0,,,,,0.146,0.061,-0.061,0
1748,Kepler-179,c,2,6.40013000,0.00001700,-0.00001700,0,,,,,0.178,0.072,-0.072,0
1749,Kepler-18,b,3,3.50472500,0.00002800,-0.00002800,0,0.02200,0.01100,-0.01100,0,0.178,0.009,-0.009,0
1750,Kepler-18,c,3,7.64159000,0.00003000,-0.00003000,0,0.05400,0.00600,-0.00600,0,0.490,0.023,-0.023,0
1751,Kepler-18,d,3,14.85888000,0.00004000,-0.00004000,0,0.05200,0.00400,-0.00400,0,0.623,0.029,-0.029,0
1752,Kepler-180,b,2,13.81712400,0.00015500,-0.00015500,0,,,,,0.134,0.060,-0.060,0
1753,Kepler-180,c,2,41.88577500,0.00022800,-0.00022800,0,,,,,0.269,0.120,-0.120,0
1754,Kepler-181,b,2,3.13787300,0.00001300,-0.00001300,0,,,,,0.113,0.055,-0.055,0
1755,Kepler-181,c,2,4.30214900,0.00000800,-0.00000800,0,,,,,0.178,0.087,-0.087,0
1756,Kepler-182,b,2,9.82579200,0.00006200,-0.00006200,0,,,,,0.230,0.105,-0.105,0
1757,Kepler-182,c,2,20.68434200,0.00009700,-0.00009700,0,,,,,0.306,0.136,-0.136,0
1758,Kepler-183,b,2,5.68794500,0.00002000,-0.00002000,0,,,,,0.184,0.079,-0.079,0
1759,Kepler-183,c,2,11.63707100,0.00005500,-0.00005500,0,,,,,0.203,0.087,-0.087,0
1760,Kepler-184,b,3,10.68757600,0.00002500,-0.00002500,0,,,,,0.211,0.119,-0.119,0
1761,Kepler-184,c,3,20.30300500,0.00008700,-0.00008700,0,,,,,0.176,0.099,-0.099,0
1762,Kepler-184,d,3,29.02235800,0.00017600,-0.00017600,0,,,,,0.222,0.126,-0.126,0
1763,Kepler-185,b,2,1.63290000,0.00000500,-0.00000500,0,,,,,0.104,0.060,-0.060,0
1764,Kepler-185,c,2,20.72904200,0.00009700,-0.00009700,0,,,,,0.180,0.104,-0.104,0
1765,Kepler-186,b,5,3.88679070,0.00000620,-0.00000630,0,,,,,0.095,0.011,-0.011,0
1766,Kepler-186,c,5,7.26730200,0.00001200,-0.00001100,0,,,,,0.112,0.012,-0.012,0
1767,Kepler-186,d,5,13.34299600,0.00002500,-0.00002400,0,,,,,0.125,0.014,-0.014,0
1768,Kepler-186,e,5,22.40770400,0.00007400,-0.00007200,0,,,,,0.113,0.013,-0.012,0
1769,Kepler-186,f,5,129.94410000,0.00130000,-0.00120000,0,,,,,0.104,0.007,-0.007,0
1770,Kepler-187,b,2,4.93886400,0.00005800,-0.00005800,0,,,,,0.126,0.025,-0.025,0
1771,Kepler-187,c,2,10.64026300,0.00004800,-0.00004800,0,,,,,0.238,0.046,-0.046,0
1772,Kepler-188,b,2,2.06189700,0.00001000,-0.00001000,0,,,,,0.150,0.068,-0.068,0
1773,Kepler-188,c,2,5.99655300,0.00001500,-0.00001500,0,,,,,0.285,0.129,-0.129,0
1774,Kepler-189,b,2,10.39993100,0.00008500,-0.00008500,0,,,,,0.108,0.054,-0.054,0
1775,Kepler-189,c,2,20.13486600,0.00005700,-0.00005700,0,,,,,0.212,0.106,-0.106,0
1776,Kepler-19,b,2,9.28699440,0.00000880,-0.00000880,0,0.06400,,,1,0.197,0.004,-0.004,0
1777,Kepler-19,c,2,160.00000000,,,1,6.00000,,,1,,,,
1778,Kepler-190,b,2,2.01999900,0.00000300,-0.00000300,0,,,,,0.139,0.010,-0.010,0
1779,Kepler-190,c,2,3.76302400,0.00000900,-0.00000900,0,,,,,0.130,0.009,-0.009,0
1780,Kepler-191,b,3,9.93963200,0.00006600,-0.00006600,0,,,,,0.120,0.059,-0.059,0
1781,Kepler-191,c,3,17.73850600,0.00008200,-0.00008200,0,,,,,0.166,0.082,-0.082,0
1782,Kepler-191,d,3,5.94504102,0.00000763,-0.00000763,0,,,,,0.203,0.014,-0.012,0
1783,Kepler-192,b,3,9.92674600,0.00001800,-0.00001800,0,,,,,0.244,0.040,-0.040,0
1784,Kepler-192,c,3,21.22340000,0.00007600,-0.00007600,0,,,,,0.249,0.046,-0.046,0
1785,Kepler-192,d,3,6.47027579,0.00004320,-0.00004320,0,,,,,0.091,0.009,-0.006,0
1786,Kepler-193,b,2,11.38848000,0.00005400,-0.00005400,0,,,,,0.213,0.096,-0.096,0
1787,Kepler-193,c,2,50.69749400,0.00044600,-0.00044600,0,,,,,0.245,0.111,-0.111,0
1788,Kepler-194,b,3,2.09228100,0.00000800,-0.00000800,0,,,,,0.135,0.070,-0.070,0
1789,Kepler-194,c,3,17.30803200,0.00007900,-0.00007900,0,,,,,0.231,0.121,-0.121,0
1790,Kepler-194,d,3,52.81497300,0.00048100,-0.00048100,0,,,,,0.214,0.112,-0.112,0
1791,Kepler-195,b,2,8.30787200,0.00002000,-0.00002000,0,,,,,0.181,0.066,-0.066,0
1792,Kepler-195,c,2,34.09686300,0.00037100,-0.00037100,0,,,,,0.138,0.051,-0.051,0
1793,Kepler-196,b,2,20.73988600,0.00006600,-0.00006600,0,,,,,0.170,0.013,-0.013,0
1794,Kepler-196,c,2,47.42773700,0.00022300,-0.00022300,0,,,,,0.200,0.015,-0.015,0
1795,Kepler-197,b,4,5.59930800,0.00002300,-0.00002300,0,,,,,0.091,0.004,-0.004,0
1796,Kepler-197,c,4,10.34969500,0.00004500,-0.00004500,0,,,,,0.110,0.004,-0.004,0
1797,Kepler-197,d,4,15.67756300,0.00009600,-0.00009600,0,,,,,0.109,0.009,-0.009,0
1798,Kepler-197,e,4,25.20971500,0.00038700,-0.00038700,0,,,,,0.081,0.004,-0.004,0
1799,Kepler-198,b,3,17.79003700,0.00003500,-0.00003500,0,,,,,0.252,0.037,-0.037,0
1800,Kepler-198,c,3,49.56741600,0.00022000,-0.00022000,0,,,,,0.220,0.033,-0.033,0
1801,Kepler-198,d,3,1.31184443,0.00000133,-0.00000133,0,,,,,0.136,0.008,-0.006,0
1802,Kepler-199,b,2,23.63760400,0.00005000,-0.00005000,0,,,,,0.277,0.050,-0.050,0
1803,Kepler-199,c,2,67.09340800,0.00019000,-0.00019000,0,,,,,0.290,0.052,-0.052,0
1804,Kepler-20,b,5,3.69612190,0.00000430,-0.00000640,0,0.02700,0.00700,-0.00700,0,0.170,0.011,-0.019,0
1805,Kepler-20,c,5,10.85409200,0.00001300,-0.00001300,0,0.05100,0.01000,-0.01200,0,0.274,0.018,-0.028,0
1806,Kepler-20,d,5,77.61184000,0.00015000,-0.00037000,0,0.06300,,,1,0.245,0.015,-0.027,0
1807,Kepler-20,e,5,6.09849300,0.00006500,-0.00006500,0,0.01000,,,1,0.077,0.007,-0.009,0
1808,Kepler-20,f,5,19.57706000,0.00052000,-0.00052000,0,0.04500,,,1,0.092,0.009,-0.012,0
1809,Kepler-200,b,2,8.59480500,0.00003600,-0.00003600,0,,,,,0.190,0.037,-0.037,0
1810,Kepler-200,c,2,10.22215700,0.00005300,-0.00005300,0,,,,,0.142,0.026,-0.026,0
1811,Kepler-201,b,2,25.67208300,0.00007500,-0.00007500,0,,,,,0.219,0.043,-0.043,0
1812,Kepler-201,c,2,151.88405800,0.00201400,-0.00201400,0,,,,,0.254,0.054,-0.054,0
1813,Kepler-202,b,2,4.06942700,0.00000700,-0.00000700,0,,,,,0.145,0.009,-0.009,0
1814,Kepler-202,c,2,16.28249300,0.00003800,-0.00003800,0,,,,,0.165,0.009,-0.009,0
1815,Kepler-203,b,3,3.16269700,0.00000400,-0.00000400,0,,,,,0.229,0.046,-0.046,0
1816,Kepler-203,c,3,5.37064700,0.00000800,-0.00000800,0,,,,,0.220,0.042,-0.042,0
1817,Kepler-203,d,3,11.32972000,0.00008000,-0.00008000,0,,,,,0.128,0.025,-0.025,0
1818,Kepler-204,b,2,14.40097400,0.00005600,-0.00005600,0,,,,,0.226,0.048,-0.048,0
1819,Kepler-204,c,2,25.66059300,0.00028800,-0.00028800,0,,,,,0.160,0.035,-0.035,0
1820,Kepler-205,b,2,2.75564000,0.00000200,-0.00000200,0,,,,,0.135,0.012,-0.012,0
1821,Kepler-205,c,2,20.30654600,0.00003800,-0.00003800,0,,,,,0.146,0.011,-0.011,0
1822,Kepler-206,b,3,7.78198700,0.00005800,-0.00005800,0,,,,,0.107,0.021,-0.021,0
1823,Kepler-206,c,3,13.13747100,0.00006500,-0.00006500,0,,,,,0.158,0.030,-0.030,0
1824,Kepler-206,d,3,23.44281000,0.00045300,-0.00045300,0,,,,,0.106,0.021,-0.021,0
1825,Kepler-207,b,3,1.61186500,0.00000600,-0.00000600,0,,,,,0.140,0.027,-0.027,0
1826,Kepler-207,c,3,3.07157100,0.00001600,-0.00001600,0,,,,,0.134,0.026,-0.026,0
1827,Kepler-207,d,3,5.86807500,0.00000900,-0.00000900,0,,,,,0.295,0.056,-0.056,0
1828,Kepler-208,b,4,4.22864000,0.00001800,-0.00001800,0,,,,,0.145,0.027,-0.027,0
1829,Kepler-208,c,4,7.46662300,0.00006700,-0.00006700,0,,,,,0.124,0.023,-0.023,0
1830,Kepler-208,d,4,11.13178600,0.00013100,-0.00013100,0,,,,,0.107,0.021,-0.021,0
1831,Kepler-208,e,4,16.25945800,0.00017600,-0.00017600,0,,,,,0.132,0.025,-0.025,0
1832,Kepler-209,b,2,16.08784500,0.00004100,-0.00004100,0,,,,,0.202,0.030,-0.030,0
1833,Kepler-209,c,2,41.74988200,0.00010600,-0.00010600,0,,,,,0.277,0.045,-0.045,0
1834,Kepler-21,b,1,2.78578000,0.00003000,-0.00003000,0,0.01598,0.00541,-0.00541,0,0.146,0.002,-0.001,0
1835,Kepler-210,b,2,2.45323400,0.00000100,-0.00000100,0,,,,,0.262,0.019,-0.019,0
1836,Kepler-210,c,2,7.97251300,0.00000300,-0.00000300,0,,,,,0.323,0.017,-0.017,0
1837,Kepler-211,b,2,4.13857500,0.00001000,-0.00001000,0,,,,,0.112,0.008,-0.008,0
